# Disease(MESH)	Gene
D012559	Q8WVB3
D012559	Q9H511
D012559	Q8TC12
D012559	Q9NYA1
D012559	Q01831
D012559	Q96FM1
D012559	Q13535
D012559	Q9NSE2
D012559	Q9Y2Y6
D012559	O15067
D012559	Q92828
D012559	Q58A45
D012559	Q6IQ55
D012559	Q9UNA4
D012559	P82970
D012559	Q9H4E7
D012559	Q13501
D012559	Q8WXH6
D012559	Q9NQ66
D012559	F5GX83
D012559	Q9NUG6
D012559	Q5I7T1
D012559	Q9Y6L7
D012559	Q07011
D012559	Q86WU2
D012559	Q8NBM8
D012559	P35637
D012559	P98153
D012559	Q8N8E3
D012559	P51532
D012559	Q86V48
D012559	Q9H2K2
D012559	Q13795
D012559	A6NCB9
D012559	Q08629
D012559	A1E5M1
D012559	Q9BSD3
D012559	Q8IWV7
D012559	Q9NUQ9
D012559	A8MU75
D012559	P48200
D012559	Q05682
D012559	O14530
D012559	Q6UVY6
D012559	Q9Y5Q3
D012559	Q96EN8
D012559	Q5TGI0
D012559	E9PER6
D012559	Q05066
D012559	Q96GE9
D012559	P31749
D012559	E9PEX6
D012559	Q5TA45
D012559	B3KRT8
D012559	Q5H9F3
D012559	Q9BSH3
D012559	Q9UHV7
D012559	Q15391
D012559	Q9BUR5
D012559	Q8IY63
D012559	Q9NVE5
D012559	Q9NR55
D012559	P18825
D012559	F6WIT2
D012559	G3V256
D012559	Q01524
D012559	P21246
D012559	Q9NP81
D012559	A8MV81
D012559	Q8WXI8
D012559	Q53EQ6
D012559	A1YPR0
D012559	Q8N3Y1
D012559	F5H4Z8
D012559	P52758
D012559	A0A0A0MSK3
D012559	Q15434
D012559	Q96HH6
D012559	Q99735
D012559	D7R525
D012559	Q03431
D012559	Q8N8K9
D012559	A0A0A0MRI2
D012559	O94808
D012559	O14792
D012559	O60841
D012559	O00400
D012559	O43159
D012559	Q9Y663
D012559	P00740
D012559	Q9NY46
D012559	Q6IBS0
D012559	Q9P272
D012559	P13284
D012559	Q9H4L4
D012559	Q9BX97
D012559	P19971
D012559	Q9Y696
D012559	P20839
D012559	P26022
D012559	P41226
D012559	Q9UBS3
D012559	Q86YE8
D012559	P35414
D012559	Q96LI6
D012559	Q6X4U4
D012559	Q8WTR4
D012559	Q7Z304
D012559	Q9UGR2
D012559	Q9NUD5
D012559	P08574
D012559	P78549
D012559	P29017
D012559	G5E9Z4
D012559	P10827
D012559	P49703
D012559	Q49A26
D012559	Q13426
D012559	Q6VY07
D012559	P09936
D012559	P05549
D012559	P52738
D012559	Q3ZCT1
D012559	A0A024R4N9
D012559	O96019
D012559	Q92560
D012559	P43251
D012559	Q53EU6
D012559	P57071
D012559	Q9NSD5
D012559	Q86UV5
D012559	Q6FIF0
D012559	P18505
D012559	Q9UBP9
D012559	P78524
D012559	P49137
D012559	Q96KV7
D012559	Q9NVR2
D012559	Q9H6F5
D012559	Q4KMQ2
D012559	Q8N8R3
D012559	P05107
D012559	Q8NDB2
D012559	Q03052
D012559	B4E3T4
D012559	A0A0C4DGQ5
D012559	Q9H2I8
D012559	Q07020
D012559	Q53T59
D012559	Q16526
D012559	Q96KP1
D012559	Q15465
D012559	Q8NET5
D012559	B4E2Q0
D012559	Q8IV76
D012559	Q9Y2S2
D012559	Q13635
D012559	P61328
D012559	Q9UI08
D012559	Q8WXK4
D012559	P46020
D012559	Q09013
D012559	Q8TE60
D012559	E9PCP0
D012559	Q6QEF8
D012559	P04004
D012559	Q9UKA4
D012559	Q6QHF9
D012559	Q86WV8
D012559	Q8NCA5
D012559	Q8TB36
D012559	Q7L8W6
D012559	O15079
D012559	P34059
D012559	Q8N4L2
D012559	Q9NYF5
D012559	P46459
D012559	Q9UHG0
D012559	Q86WC4
D012559	Q6WKZ4
D012559	J3KNB8
D012559	P26373
D012559	P51654
D012559	Q9UBF2
D012559	Q9ULG6
D012559	Q9NPB6
D012559	O43324
D012559	Q8WUD1
D012559	Q92834
D012559	Q92729
D012559	P0DN76
D012559	Q86WK7
D012559	O95989
D012559	Q14094
D012559	Q8TAT2
D012559	Q5VZY2
D012559	Q06945
D012559	Q9Y6N6
D012559	Q3L8U1
D012559	Q6IPT2
D012559	P61803
D012559	P13995
D012559	Q9BUL8
D012559	F8VVT9
D012559	Q8N961
D012559	Q9Y6J8
D012559	Q9NQR1
D012559	F8W6L1
D012559	P49326
D012559	O15379
D012559	Q15077
D012559	P12643
D012559	B1AHC5
D012559	Q9UQ52
D012559	Q7Z4V5
D012559	Q9H2A3
D012559	Q96EK9
D012559	O75197
D012559	P15927
D012559	Q9UPZ3
D012559	F8WDZ3
D012559	K7EKC1
D012559	O14966
D012559	Q96C19
D012559	P15313
D012559	B7Z8L1
D012559	Q96M32
D012559	G5E9W0
D012559	P25101
D012559	A0A0C4DG41
D012559	Q9NR00
D012559	Q9Y6B2
D012559	Q13425
D012559	Q96RV3
D012559	B4DEI9
D012559	Q96GN5
D012559	Q16445
D012559	O75461
D012559	B4DY26
D012559	Q9BVA0
D012559	P16157
D012559	Q13304
D012559	Q9NXG6
D012559	Q96QZ7
D012559	P07196
D012559	Q96QG7
D012559	Q5ZPR3
D012559	A0A087WTN9
D012559	Q15650
D012559	P24347
D012559	Q9BXJ3
D012559	Q9H3N8
D012559	P55082
D012559	G3V3R5
D012559	Q9NY65
D012559	Q9UPE1
D012559	O43749
D012559	O15235
D012559	A0A088AWP5
D012559	Q9Y261
D012559	Q08174
D012559	Q6BCY4
D012559	P51168
D012559	Q0VD86
D012559	Q9UGP4
D012559	Q13099
D012559	O43364
D012559	Q92997
D012559	P0CG12
D012559	Q9UQC2
D012559	P55285
D012559	Q9HD20
D012559	P15391
D012559	O43511
D012559	Q5JY65
D012559	Q5T0F9
D012559	Q9UJA2
D012559	E9PCW1
D012559	Q9ULI3
D012559	O15479
D012559	P21980
D012559	O75629
D012559	P14598
D012559	E9PN67
D012559	A0A087X1S5
D012559	P10588
D012559	Q0VD83
D012559	P49720
D012559	Q13207
D012559	O95858
D012559	O95125
D012559	A0A0A0MQW6
D012559	Q92610
D012559	Q92567
D012559	Q02763
D012559	P05423
D012559	I3L419
D012559	Q9H4I9
D012559	P30613
D012559	Q53EL6
D012559	Q6WCQ1
D012559	C9K0J5
D012559	Q9Y6Y1
D012559	Q86UP2
D012559	J3QSZ5
D012559	O95602
D012559	Q13123
D012559	Q9C0C2
D012559	Q96CQ1
D012559	Q86UY5
D012559	Q09161
D012559	Q9Y385
D012559	Q08752
D012559	O14933
D012559	Q4VC44
D012559	P07357
D012559	Q01650
D012559	F8VR32
D012559	Q96L34
D012559	C9J7T9
D012559	Q08945
D012559	Q9UMX1
D012559	Q16581
D012559	P04080
D012559	E9PCV4
D012559	P04233
D012559	P06865
D012559	Q2T9K0
D012559	P20851
D012559	Q9H892
D012559	Q8IZF4
D012559	O95180
D012559	Q9BRY0
D012559	O95600
D012559	Q9Y388
D012559	Q9C005
D012559	A0A087X0M8
D012559	P36383
D012559	P27361
D012559	Q07075
D012559	Q6IQ49
D012559	Q13445
D012559	Q15276
D012559	Q8NBU5
D012559	Q9C035
D012559	O15265
D012559	P01037
D012559	A0AV02
D012559	O75462
D012559	P43630
D012559	E7EW59
D012559	O75306
D012559	Q9Y6Q2
D012559	Q8N4J0
D012559	Q9NUU7
D012559	P50453
D012559	Q6ZU52
D012559	Q15561
D012559	Q16563
D012559	P46776
D012559	Q2I0M4
D012559	Q9Y613
D012559	Q9UPM8
D012559	Q92615
D012559	Q9Y4F5
D012559	P10323
D012559	E9PC84
D012559	Q7L1I2
D012559	Q96NW4
D012559	E9PE82
D012559	P08123
D012559	P51854
D012559	Q7L4P6
D012559	J3QL81
D012559	Q68CR1
D012559	Q92530
D012559	Q9Y692
D012559	P55851
D012559	O76041
D012559	Q96CG8
D012559	Q6ZU80
D012559	B4DTQ9
D012559	P21549
D012559	P01133
D012559	O00339
D012559	O60481
D012559	Q93077
D012559	Q8N6N7
D012559	P54852
D012559	Q14DL9
D012559	P35625
D012559	F5H3H7
D012559	Q8NDF8
D012559	P51798
D012559	Q9NV29
D012559	Q8TAP8
D012559	A0A087WT64
D012559	O14810
D012559	Q7Z2T5
D012559	P00533
D012559	Q96RU8
D012559	W5XKT8
D012559	Q9UNE7
D012559	B4DJ07
D012559	Q9H6E4
D012559	Q5M7Z0
D012559	P02776
D012559	Q9NYW4
D012559	Q9Y508
D012559	Q4G163
D012559	Q9UKG4
D012559	Q5T440
D012559	Q13200
D012559	O95674
D012559	Q2M3M2
D012559	B7Z964
D012559	Q9BXI6
D012559	Q00005
D012559	P41181
D012559	Q8NF99
D012559	Q96MS3
D012559	P25398
D012559	O43293
D012559	P20036
D012559	Q3SY56
D012559	Q9NQ03
D012559	P43652
D012559	O15432
D012559	P57723
D012559	Q9NQH7
D012559	P60059
D012559	Q53H47
D012559	Q9P291
D012559	Q32P41
D012559	Q6P9B6
D012559	P51684
D012559	O14793
D012559	Q96QD5
D012559	Q9Y5Y5
D012559	Q96MP5
D012559	Q96B36
D012559	Q9ULW5
D012559	Q86UU9
D012559	Q86V24
D012559	Q6NT89
D012559	Q9NW64
D012559	Q9BXX2
D012559	Q9UKZ9
D012559	Q8NEY1
D012559	Q02108
D012559	Q8N163
D012559	O15047
D012559	Q9C0J9
D012559	Q86WG3
D012559	Q8IYS1
D012559	A6NNN8
D012559	Q6UWQ7
D012559	Q9NPI6
D012559	P30038
D012559	Q8WV16
D012559	Q8TBJ5
D012559	Q9Y6A5
D012559	Q15562
D012559	P51511
D012559	Q8NBM4
D012559	Q9C086
D012559	Q02080
D012559	E9PI61
D012559	Q9UHE8
D012559	P62277
D012559	Q9Y6X5
D012559	Q8WXW3
D012559	P05089
D012559	Q5XUX1
D012559	O75386
D012559	Q99572
D012559	Q9BX93
D012559	Q6UY14
D012559	O15020
D012559	Q13753
D012559	B7Z8E5
D012559	P24588
D012559	P33992
D012559	Q8TCG1
D012559	P18850
D012559	Q9Y277
D012559	P25092
D012559	P51164
D012559	Q96JC9
D012559	A6NKG5
D012559	Q92844
D012559	E9PC20
D012559	Q8IW52
D012559	Q8N8R7
D012559	A0A087WX35
D012559	F5GYF8
D012559	E9PIG5
D012559	P23415
D012559	Q96FV2
D012559	Q9NR19
D012559	Q15075
D012559	Q8WU68
D012559	Q8N136
D012559	P11831
D012559	Q9P0J1
D012559	P43234
D012559	Q8NE22
D012559	A0A0C4DGA7
D012559	F8W7T7
D012559	Q8TA86
D012559	Q8N131
D012559	Q9ULK5
D012559	P26441
D012559	Q53QV2
D012559	O15230
D012559	Q96CE8
D012559	Q9P2J5
D012559	Q08999
D012559	Q7Z6V5
D012559	Q92600
D012559	D6RHD3
D012559	Q92982
D012559	Q8IYK8
D012559	Q9H492
D012559	Q96Q35
D012559	Q86VX2
D012559	Q93098
D012559	Q9UJH8
D012559	Q7Z460
D012559	Q8NI77
D012559	Q8IZ02
D012559	Q92688
D012559	K7ELC2
D012559	P26572
D012559	Q13310
D012559	P11509
D012559	Q96AA8
D012559	Q9H0Y0
D012559	Q8TCC3
D012559	Q9BQT9
D012559	F8W9F9
D012559	Q15208
D012559	Q13042
D012559	Q8N1V2
D012559	A0A0A0MR93
D012559	P12259
D012559	Q9P0W2
D012559	Q9Y272
D012559	Q96PC2
D012559	E9PHF7
D012559	Q8IWS0
D012559	Q9Y6D5
D012559	Q92851
D012559	Q6NZY4
D012559	Q95460
D012559	Q9Y6K5
D012559	E5KLJ5
D012559	Q92952
D012559	P0C851
D012559	P51679
D012559	Q9UBK8
D012559	P62249
D012559	C9JBX5
D012559	Q6DJT9
D012559	A0A087X173
D012559	Q5VXI9
D012559	Q6ZS81
D012559	Q9UPN9
D012559	Q86WD7
D012559	F8WA39
D012559	Q9P2R3
D012559	K7EQG9
D012559	A0A087WT65
D012559	Q86WQ0
D012559	Q86VY9
D012559	E9PGQ0
D012559	Q9GZR2
D012559	Q13183
D012559	Q13163
D012559	Q8IYB1
D012559	Q9P0L0
D012559	Q8N9I0
D012559	Q8IUW5
D012559	Q8N201
D012559	Q93034
D012559	P56524
D012559	Q86SZ2
D012559	O43913
D012559	Q6PI77
D012559	Q96KP4
D012559	Q96JJ6
D012559	P05161
D012559	Q9UKR3
D012559	P47870
D012559	Q8IYJ3
D012559	Q9NP60
D012559	Q9BRQ8
D012559	Q6IWH7
D012559	Q5VTY9
D012559	Q9BV86
D012559	Q8TCD6
D012559	Q9NRI5
D012559	P15516
D012559	Q99460
D012559	P11274
D012559	Q9NQ89
D012559	Q01844
D012559	P04798
D012559	P37088
D012559	O14519
D012559	Q15019
D012559	Q9UJD0
D012559	Q8TEY7
D012559	P09067
D012559	P17643
D012559	Q96KC2
D012559	O14775
D012559	Q9H0R4
D012559	P01033
D012559	P61106
D012559	Q9NW15
D012559	B4DIZ1
D012559	P22735
D012559	Q8IW40
D012559	Q7Z6Z6
D012559	Q4AC99
D012559	Q7L8J4
D012559	Q13367
D012559	Q6P3S1
D012559	Q9BV35
D012559	B7Z6T3
D012559	Q8IYK4
D012559	Q8N0W7
D012559	Q13467
D012559	P51788
D012559	Q9UJC3
D012559	Q9NX47
D012559	P14854
D012559	Q16878
D012559	Q695T7
D012559	P41162
D012559	Q08188
D012559	Q8N8V2
D012559	P29372
D012559	P63151
D012559	Q52LW3
D012559	Q8N8C0
D012559	P05093
D012559	E5RG63
D012559	Q15269
D012559	P01374
D012559	Q8TEW0
D012559	Q8WUB8
D012559	Q96IK1
D012559	O43776
D012559	Q96BW9
D012559	Q6ZNA1
D012559	A0A0B4J202
D012559	O95486
D012559	O60423
D012559	Q86VN1
D012559	O60688
D012559	Q12874
D012559	O94988
D012559	P46089
D012559	Q96EQ8
D012559	Q13303
D012559	Q96LK0
D012559	D6RHZ6
D012559	F8VTQ9
D012559	Q9Y5L2
D012559	P26583
D012559	P51512
D012559	Q14061
D012559	Q96EK5
D012559	O43196
D012559	Q99217
D012559	Q5BKT4
D012559	P11150
D012559	Q2KHT4
D012559	A0A0B4J1T8
D012559	Q5TC63
D012559	Q9H972
D012559	Q8N6N3
D012559	P02792
D012559	Q9NVA4
D012559	B0I1T2
D012559	F5GZK1
D012559	Q9H0L4
D012559	Q6UWH4
D012559	Q6NSI3
D012559	Q5U5Q3
D012559	Q9C009
D012559	P02008
D012559	Q99676
D012559	K7EJR9
D012559	P61970
D012559	Q93073
D012559	P26196
D012559	Q86UN3
D012559	Q86V42
D012559	Q9HCJ1
D012559	Q04671
D012559	E9PJK2
D012559	H0Y4Z8
D012559	Q9UID6
D012559	P06753
D012559	Q5T5M9
D012559	P16083
D012559	Q8IV08
D012559	O60716
D012559	Q08334
D012559	Q6UWT2
D012559	O60938
D012559	Q9BRS8
D012559	P10153
D012559	O60784
D012559	Q8IZ08
D012559	Q8N531
D012559	P60002
D012559	Q9Y2P5
D012559	Q9UL25
D012559	A0A0J9YW70
D012559	Q9UI47
D012559	P49335
D012559	Q8IVU1
D012559	Q96NK8
D012559	Q99062
D012559	P78412
D012559	Q96T58
D012559	Q6UWY0
D012559	O95373
D012559	O95256
D012559	Q9Y2B2
D012559	Q8IYS0
D012559	Q96T49
D012559	Q7LDG7
D012559	Q3KP31
D012559	A6NGN9
D012559	Q9Y619
D012559	P41214
D012559	P42768
D012559	Q9ULJ7
D012559	Q9NSD9
D012559	H7BXZ6
D012559	Q9BQL6
D012559	Q8IVN8
D012559	O15484
D012559	A0A0R4J2F2
D012559	Q9Y6N7
D012559	A0A087WV69
D012559	Q9NYB0
D012559	P13497
D012559	O94822
D012559	P37235
D012559	Q13393
D012559	Q05D32
D012559	O14513
D012559	Q9UHB7
D012559	Q7Z5Q5
D012559	Q9H9Z2
D012559	Q9ULZ1
D012559	Q86YJ5
D012559	Q96GY0
D012559	P53041
D012559	Q9P275
D012559	Q86SF2
D012559	Q3KR37
D012559	Q9UH99
D012559	F8W6M3
D012559	Q13574
D012559	Q96PE1
D012559	P61421
D012559	Q9NPE6
D012559	P63316
D012559	Q9NRY5
D012559	O60271
D012559	Q5FBB7
D012559	Q9Y3L3
D012559	Q7Z333
D012559	H8Y6P7
D012559	Q9BZZ2
D012559	Q13951
D012559	Q9BQ13
D012559	Q8N9E0
D012559	P58658
D012559	Q96JF6
D012559	Q03135
D012559	Q8WVN8
D012559	F6THM6
D012559	P61313
D012559	O95049
D012559	Q86VR8
D012559	Q12860
D012559	Q9BVI0
D012559	Q9HC62
D012559	Q9UBB9
D012559	Q8NB90
D012559	Q9Y6A1
D012559	Q6UX73
D012559	P78314
D012559	Q9H3G5
D012559	Q8TF01
D012559	Q9P0M9
D012559	Q969S8
D012559	P06276
D012559	Q9ULD2
D012559	J3QSZ6
D012559	Q12772
D012559	P57060
D012559	P78358
D012559	K4DI93
D012559	Q8N3D4
D012559	Q5JNZ3
D012559	Q9BPZ3
D012559	Q96LA8
D012559	A0A0A0MS29
D012559	Q68G74
D012559	F8WAQ1
D012559	O00182
D012559	Q9NX08
D012559	Q9H300
D012559	G3V2R1
D012559	Q9NZZ3
D012559	Q12834
D012559	D6RAX7
D012559	P04406
D012559	A0A0G2JN84
D012559	Q96PG8
D012559	Q6UWI2
D012559	P01008
D012559	Q76KD6
D012559	P15924
D012559	Q9H9H4
D012559	Q6ZNC4
D012559	P57735
D012559	Q9Y2C2
D012559	Q9BVG4
D012559	O75691
D012559	P52788
D012559	P48059
D012559	Q5VWQ0
D012559	Q8TDB4
D012559	Q96LU5
D012559	Q9Y5L4
D012559	Q8NC51
D012559	Q9BQT8
D012559	P05386
D012559	Q96BR5
D012559	P20749
D012559	Q96AG3
D012559	Q9H6W3
D012559	Q8WXX7
D012559	Q6ZRH7
D012559	Q8NA58
D012559	P42677
D012559	Q9H6Q4
D012559	Q96BM0
D012559	B2RA97
D012559	Q8IZP9
D012559	Q96A56
D012559	Q9GZX7
D012559	O75323
D012559	P62079
D012559	P78410
D012559	P62424
D012559	O43915
D012559	A6NIX2
D012559	Q14526
D012559	O15270
D012559	Q9HCJ0
D012559	Q9UK22
D012559	Q96B18
D012559	P19447
D012559	Q9H8J5
D012559	Q96RL1
D012559	Q6FI13
D012559	Q9UI40
D012559	P61769
D012559	Q9H3M7
D012559	Q4L235
D012559	Q8NFP9
D012559	Q5T8A7
D012559	Q9Y6K9
D012559	A6NC86
D012559	Q9ULR5
D012559	B0YJ81
D012559	A0A087WZV0
D012559	Q96PQ7
D012559	O75864
D012559	P23497
D012559	Q8NDL9
D012559	Q5TAB7
D012559	O75663
D012559	B4DFJ8
D012559	Q3ZCW2
D012559	Q96N16
D012559	P61024
D012559	Q6PJH3
D012559	A0A0C3SFZ7
D012559	P22004
D012559	Q5T3U5
D012559	Q96KB5
D012559	Q96I24
D012559	P31358
D012559	P22352
D012559	P22001
D012559	Q96EY5
D012559	Q9H6S3
D012559	Q9UK32
D012559	Q96P44
D012559	Q96S52
D012559	Q8IYR0
D012559	Q9H6F2
D012559	Q16204
D012559	Q96CN9
D012559	O43167
D012559	Q86UW6
D012559	Q9UBM8
D012559	Q96IW2
D012559	Q96SQ9
D012559	Q9UQM7
D012559	Q9UGN5
D012559	Q9Y530
D012559	P01148
D012559	P32455
D012559	Q13510
D012559	P54289
D012559	C9J1I0
D012559	O95859
D012559	P13473
D012559	Q8TCN5
D012559	Q8N2Q7
D012559	Q96EF6
D012559	Q9HBH5
D012559	P35321
D012559	O60516
D012559	Q07326
D012559	Q9BXW6
D012559	Q96PL5
D012559	Q86VV4
D012559	E7EX82
D012559	O00570
D012559	P49641
D012559	Q00604
D012559	Q9H1B7
D012559	P16519
D012559	P32238
D012559	Q8TB45
D012559	B7Z503
D012559	Q03111
D012559	Q96K37
D012559	Q96HF1
D012559	O94817
D012559	Q9NWT1
D012559	Q71F56
D012559	Q02224
D012559	Q9H0R3
D012559	Q9NSY0
D012559	P27144
D012559	D6RF85
D012559	Q5BKZ1
D012559	P41271
D012559	Q8WU43
D012559	Q5JXB2
D012559	O75829
D012559	Q12864
D012559	A6NJH9
D012559	Q96CN5
D012559	Q96RW7
D012559	P61011
D012559	M0QY76
D012559	Q8IUH5
D012559	P34931
D012559	Q9NZV1
D012559	Q86UU0
D012559	Q05823
D012559	Q5T4B2
D012559	Q9Y600
D012559	Q3ZCT8
D012559	A8MQT2
D012559	Q8WWY8
D012559	Q9BZD7
D012559	P05451
D012559	J3QQW9
D012559	Q717R9
D012559	P62191
D012559	Q13227
D012559	Q9NQ79
D012559	Q99615
D012559	A0A087WVT3
D012559	Q96AP4
D012559	Q8N5K1
D012559	P19827
D012559	Q9BZJ7
D012559	Q96JB8
D012559	P41223
D012559	P82663
D012559	Q15061
D012559	P13866
D012559	Q13563
D012559	Q9NS82
D012559	Q99626
D012559	Q5VTQ0
D012559	Q5THJ4
D012559	P51665
D012559	A0A0A0MT16
D012559	Q8TDU6
D012559	Q9UL46
D012559	Q3T8J9
D012559	F5H5X7
D012559	Q9C0K1
D012559	Q8NI35
D012559	Q15788
D012559	O95096
D012559	Q9NUQ3
D012559	P09544
D012559	Q2VWP7
D012559	Q6XYQ8
D012559	Q9NXC5
D012559	E9PKL5
D012559	Q9UM07
D012559	Q9NP92
D012559	B5MCR8
D012559	P15586
D012559	Q92935
D012559	A6QL63
D012559	Q9HAV7
D012559	Q01959
D012559	Q9C0H9
D012559	Q6VVX0
D012559	Q96J65
D012559	G5E9U9
D012559	Q96Q05
D012559	Q9GZU2
D012559	O00750
D012559	P58340
D012559	Q15111
D012559	O00629
D012559	Q6YHU6
D012559	Q9HC97
D012559	Q92804
D012559	P36959
D012559	A0A096LP62
D012559	Q86YL7
D012559	Q86UY6
D012559	Q16656
D012559	Q9GZV4
D012559	Q15464
D012559	Q8NBF1
D012559	O75626
D012559	Q13509
D012559	Q15170
D012559	Q9BYU5
D012559	P13647
D012559	Q9NSK7
D012559	Q96G42
D012559	Q9BYN7
D012559	Q2TAL8
D012559	O60548
D012559	B4DRK2
D012559	P02794
D012559	P22894
D012559	Q04656
D012559	Q2UY09
D012559	A0A087WU65
D012559	Q5TDH0
D012559	A0A087WXK4
D012559	Q9Y4J8
D012559	Q16864
D012559	A6NGB9
D012559	F5H527
D012559	P00480
D012559	O60885
D012559	A0A0C4DH22
D012559	P51571
D012559	D3DX19
D012559	J3KSP0
D012559	Q9Y2G7
D012559	Q13469
D012559	P50876
D012559	P09601
D012559	Q8N475
D012559	Q9NZ53
D012559	Q9UNQ2
D012559	Q0VDE8
D012559	Q04741
D012559	Q9NZA1
D012559	Q9H9E1
D012559	M0R1I2
D012559	Q99543
D012559	A0A087WYF8
D012559	Q8IYX3
D012559	P58417
D012559	Q92886
D012559	Q5SW79
D012559	Q53TQ3
D012559	P23760
D012559	Q05639
D012559	B4DUA7
D012559	Q5BJF6
D012559	P02533
D012559	Q9BQ70
D012559	P08246
D012559	Q9HB58
D012559	Q9NTZ6
D012559	Q5TYM5
D012559	O60447
D012559	Q9NS40
D012559	Q6ZQN7
D012559	Q5U5Z8
D012559	P43490
D012559	Q9UBT2
D012559	P32969
D012559	Q99689
D012559	Q6P9G9
D012559	Q8IYT8
D012559	P49207
D012559	Q66PJ3
D012559	Q8NDV7
D012559	Q8IUQ0
D012559	Q9NVH1
D012559	Q9BRR9
D012559	Q6ZVZ8
D012559	Q8NHS9
D012559	P36404
D012559	Q6TCH4
D012559	Q9ULP0
D012559	F8VY47
D012559	Q9BZ23
D012559	Q8NBT2
D012559	P15328
D012559	Q86TG1
D012559	Q9UBU9
D012559	Q9UNP4
D012559	Q9UDY8
D012559	P62987
D012559	Q712K3
D012559	O75204
D012559	Q8N8Z8
D012559	P13945
D012559	O43633
D012559	P29459
D012559	Q15722
D012559	Q9C0H6
D012559	P48058
D012559	Q8N103
D012559	C9IZS8
D012559	B7WPH3
D012559	Q5T0W9
D012559	Q9NP79
D012559	P22681
D012559	Q969L2
D012559	Q7Z6J9
D012559	O94903
D012559	Q96MT8
D012559	Q86SQ0
D012559	P49798
D012559	Q9NPH2
D012559	Q8IV42
D012559	P82914
D012559	Q5U623
D012559	Q9BXL5
D012559	Q12951
D012559	A6NE02
D012559	P54821
D012559	P12544
D012559	Q96AC1
D012559	Q8NAV1
D012559	Q9BR61
D012559	Q969R5
D012559	Q14254
D012559	Q7L0J3
D012559	P22888
D012559	Q9BZK7
D012559	Q9GZN2
D012559	Q99946
D012559	Q8TCP9
D012559	Q8TBF5
D012559	B7Z212
D012559	Q6NS38
D012559	O95551
D012559	P55290
D012559	P63172
D012559	G3XAM7
D012559	A2RRH5
D012559	Q15758
D012559	O15539
D012559	Q9UM01
D012559	P09769
D012559	O43516
D012559	O60279
D012559	Q13007
D012559	I3L2J8
D012559	Q12840
D012559	Q9BZM3
D012559	B3KQ25
D012559	P26368
D012559	Q13131
D012559	A0A087X282
D012559	P41970
D012559	L0E130
D012559	Q7Z449
D012559	Q9NY99
D012559	P13646
D012559	F2Z2W7
D012559	O75167
D012559	Q9NUN5
D012559	O95076
D012559	G3XAM2
D012559	Q9P2F8
D012559	P04075
D012559	Q9UKP6
D012559	O15399
D012559	Q9BW85
D012559	Q8TAQ9
D012559	P04279
D012559	O75909
D012559	Q9NSI5
D012559	Q9BRX2
D012559	Q8TAB3
D012559	Q8IZM9
D012559	Q9UJL9
D012559	Q86YQ8
D012559	A0A0C4DFR8
D012559	Q9Y2U9
D012559	Q9HBW1
D012559	P35542
D012559	O00217
D012559	Q6UW63
D012559	Q9UPG8
D012559	F2Z381
D012559	Q9H845
D012559	Q6ZV29
D012559	Q6UXM1
D012559	P57058
D012559	Q8NFY9
D012559	Q9NX61
D012559	Q96L15
D012559	Q68CJ9
D012559	Q9Y6Q6
D012559	Q2QL34
D012559	Q92575
D012559	P0CG29
D012559	Q8N5M9
D012559	B7Z1U7
D012559	P56270
D012559	P12532
D012559	Q9NY27
D012559	Q96ND0
D012559	F5GWQ8
D012559	P48029
D012559	P08138
D012559	Q9H2L5
D012559	K7EK35
D012559	Q96DA2
D012559	Q12999
D012559	P32418
D012559	Q9H993
D012559	O00763
D012559	P47775
D012559	Q6ZUK4
D012559	P61513
D012559	Q8IUX7
D012559	J3QR07
D012559	P21728
D012559	O15084
D012559	P32745
D012559	P22466
D012559	P53778
D012559	P31150
D012559	O00338
D012559	Q16322
D012559	Q9NQQ7
D012559	A6NK59
D012559	K7EK33
D012559	P78380
D012559	Q8N3J6
D012559	Q719I0
D012559	Q6NSJ5
D012559	Q86XK2
D012559	P52945
D012559	P07306
D012559	B4DKA4
D012559	Q6UX46
D012559	O75096
D012559	A0A0A0MTS4
D012559	Q8IWX7
D012559	P36873
D012559	Q9HBM0
D012559	A4D2P6
D012559	J3KQA0
D012559	Q9BVC3
D012559	Q5VZB9
D012559	O75808
D012559	Q8NCR6
D012559	Q9NPA0
D012559	Q86VR7
D012559	Q96QK1
D012559	Q9NVN8
D012559	Q9Y573
D012559	A0A087X0X0
D012559	Q9BW71
D012559	P02042
D012559	P53801
D012559	O00585
D012559	P29475
D012559	Q9UNN5
D012559	Q9BYG4
D012559	P49411
D012559	Q9UQ13
D012559	Q9BQI5
D012559	Q9H3Q3
D012559	Q96JY0
D012559	Q9UPQ7
D012559	O95407
D012559	Q9NR23
D012559	Q05397
D012559	Q8N693
D012559	Q8N8S7
D012559	Q01814
D012559	P55916
D012559	Q13882
D012559	P78329
D012559	Q8TB69
D012559	P36956
D012559	Q8IZE3
D012559	Q8N567
D012559	Q9HBV1
D012559	Q96SL1
D012559	P08861
D012559	Q8NDY8
D012559	P08729
D012559	P60893
D012559	Q6XR72
D012559	P45880
D012559	Q9BQC6
D012559	O94826
D012559	Q9P0M6
D012559	Q5T9G4
D012559	Q8TE02
D012559	O60701
D012559	O95625
D012559	P35579
D012559	Q9NQE9
D012559	P80723
D012559	P50461
D012559	Q9NVE4
D012559	E9PLN6
D012559	P20813
